2500, 1.8596e-02, 2.5762e+00
3045, 1.7794e-02, 2.4940e+00
3945, 1.6752e-02, 2.3822e+00
5000, 1.5817e-02, 2.2767e+00
5115, 1.5729e-02, 2.2665e+00
6620, 1.4740e-02, 2.1486e+00
7500, 1.4273e-02, 2.0906e+00
8565, 1.3785e-02, 2.0284e+00
10000, 1.3227e-02, 1.9552e+00
11080, 1.2865e-02, 1.9064e+00
12500, 1.2446e-02, 1.8486e+00
14325, 1.1982e-02, 1.7830e+00
15000, 1.1827e-02, 1.7607e+00
17500, 1.1317e-02, 1.6859e+00
18515, 1.1134e-02, 1.6584e+00
20000, 1.0886e-02, 1.6207e+00
22500, 1.0512e-02, 1.5630e+00
23925, 1.0320e-02, 1.5328e+00
25000, 1.0183e-02, 1.5111e+00
27500, 9.8901e-03, 1.4641e+00
30000, 9.6259e-03, 1.4210e+00
30920, 9.5349e-03, 1.4060e+00
32500, 9.3855e-03, 1.3813e+00
35000, 9.1651e-03, 1.3444e+00
37500, 8.9616e-03, 1.3100e+00
39945, 8.7767e-03, 1.2784e+00
40000, 8.7727e-03, 1.2777e+00
42500, 8.5963e-03, 1.2474e+00
45000, 8.4311e-03, 1.2187e+00
47500, 8.2755e-03, 1.1916e+00
50000, 8.1286e-03, 1.1658e+00
51610, 8.0381e-03, 1.1498e+00
52500, 7.9893e-03, 1.1412e+00
55000, 7.8570e-03, 1.1178e+00
57500, 7.7308e-03, 1.0953e+00
60000, 7.6103e-03, 1.0738e+00
62500, 7.4950e-03, 1.0531e+00
65000, 7.3843e-03, 1.0333e+00
66670, 7.3128e-03, 1.0204e+00
67500, 7.2779e-03, 1.0141e+00
70000, 7.1755e-03, 9.9568e-01
72500, 7.0768e-03, 9.7786e-01
75000, 6.9814e-03, 9.6063e-01
77500, 6.8891e-03, 9.4396e-01
80000, 6.7997e-03, 9.2781e-01
82500, 6.7131e-03, 9.1215e-01
85000, 6.6290e-03, 8.9696e-01
86125, 6.5919e-03, 8.9026e-01
87500, 6.5473e-03, 8.8220e-01
90000, 6.4678e-03, 8.6785e-01
92500, 6.3904e-03, 8.5389e-01
95000, 6.3149e-03, 8.4030e-01
97500, 6.2414e-03, 8.2707e-01
100000, 6.1696e-03, 8.1417e-01
102500, 6.0994e-03, 8.0159e-01
105000, 6.0309e-03, 7.8932e-01
107500, 5.9638e-03, 7.7733e-01
110000, 5.8982e-03, 7.6563e-01
111250, 5.8659e-03, 7.5988e-01
112500, 5.8339e-03, 7.5419e-01
115000, 5.7709e-03, 7.4301e-01
117500, 5.7092e-03, 7.3207e-01
120000, 5.6486e-03, 7.2138e-01
122500, 5.5892e-03, 7.1090e-01
125000, 5.5308e-03, 7.0065e-01
127500, 5.4734e-03, 6.9060e-01
130000, 5.4171e-03, 6.8076e-01
132500, 5.3617e-03, 6.7111e-01
135000, 5.3072e-03, 6.6166e-01
137500, 5.2536e-03, 6.5238e-01
140000, 5.2008e-03, 6.4328e-01
142500, 5.1489e-03, 6.3435e-01
143700, 5.1242e-03, 6.3012e-01
145000, 5.0977e-03, 6.2559e-01
147500, 5.0473e-03, 6.1698e-01
150000, 4.9976e-03, 6.0853e-01
152500, 4.9486e-03, 6.0023e-01
155000, 4.9004e-03, 5.9208e-01
157500, 4.8527e-03, 5.8407e-01
160000, 4.8057e-03, 5.7619e-01
162500, 4.7593e-03, 5.6845e-01
165000, 4.7136e-03, 5.6084e-01
167500, 4.6684e-03, 5.5336e-01
170000, 4.6237e-03, 5.4599e-01
172500, 4.5797e-03, 5.3875e-01
175000, 4.5361e-03, 5.3162e-01
177500, 4.4931e-03, 5.2461e-01
180000, 4.4505e-03, 5.1771e-01
182500, 4.4085e-03, 5.1092e-01
185000, 4.3669e-03, 5.0423e-01
185610, 4.3568e-03, 5.0261e-01
187500, 4.3258e-03, 4.9764e-01
190000, 4.2851e-03, 4.9116e-01
192500, 4.2449e-03, 4.8477e-01
195000, 4.2051e-03, 4.7848e-01
197500, 4.1657e-03, 4.7229e-01
200000, 4.1267e-03, 4.6618e-01
202500, 4.0882e-03, 4.6017e-01
205000, 4.0500e-03, 4.5424e-01
207500, 4.0122e-03, 4.4840e-01
210000, 3.9747e-03, 4.4264e-01
212500, 3.9377e-03, 4.3696e-01
215000, 3.9009e-03, 4.3137e-01
217500, 3.8645e-03, 4.2585e-01
220000, 3.8285e-03, 4.2041e-01
222500, 3.7928e-03, 4.1505e-01
225000, 3.7574e-03, 4.0976e-01
227500, 3.7223e-03, 4.0455e-01
230000, 3.6876e-03, 3.9940e-01
232500, 3.6531e-03, 3.9433e-01
235000, 3.6190e-03, 3.8933e-01
237500, 3.5851e-03, 3.8439e-01
239740, 3.5550e-03, 3.8002e-01
240000, 3.5515e-03, 3.7952e-01
242500, 3.5182e-03, 3.7471e-01
245000, 3.4852e-03, 3.6997e-01
247500, 3.4525e-03, 3.6530e-01
250000, 3.4200e-03, 3.6068e-01
252500, 3.3878e-03, 3.5613e-01
255000, 3.3558e-03, 3.5163e-01
257500, 3.3241e-03, 3.4720e-01
260000, 3.2926e-03, 3.4282e-01
262500, 3.2614e-03, 3.3850e-01
265000, 3.2304e-03, 3.3423e-01
267500, 3.1997e-03, 3.3002e-01
270000, 3.1692e-03, 3.2587e-01
272500, 3.1389e-03, 3.2177e-01
275000, 3.1088e-03, 3.1772e-01
277500, 3.0790e-03, 3.1372e-01
280000, 3.0494e-03, 3.0978e-01
282500, 3.0199e-03, 3.0588e-01
285000, 2.9907e-03, 3.0204e-01
287500, 2.9617e-03, 2.9824e-01
290000, 2.9329e-03, 2.9449e-01
292500, 2.9044e-03, 2.9079e-01
295000, 2.8760e-03, 2.8714e-01
297500, 2.8478e-03, 2.8353e-01
300000, 2.8197e-03, 2.7997e-01
302500, 2.7919e-03, 2.7646e-01
305000, 2.7643e-03, 2.7299e-01
307500, 2.7368e-03, 2.6956e-01
309655, 2.7133e-03, 2.6664e-01
310000, 2.7096e-03, 2.6617e-01
312500, 2.6825e-03, 2.6283e-01
315000, 2.6556e-03, 2.5953e-01
317500, 2.6289e-03, 2.5627e-01
320000, 2.6023e-03, 2.5306e-01
322500, 2.5759e-03, 2.4988e-01
325000, 2.5497e-03, 2.4674e-01
327500, 2.5236e-03, 2.4365e-01
330000, 2.4977e-03, 2.4059e-01
332500, 2.4720e-03, 2.3757e-01
335000, 2.4464e-03, 2.3459e-01
337500, 2.4210e-03, 2.3165e-01
340000, 2.3957e-03, 2.2875e-01
342500, 2.3706e-03, 2.2588e-01
345000, 2.3457e-03, 2.2305e-01
347500, 2.3209e-03, 2.2025e-01
350000, 2.2962e-03, 2.1749e-01
352500, 2.2717e-03, 2.1477e-01
355000, 2.2474e-03, 2.1208e-01
357500, 2.2231e-03, 2.0943e-01
360000, 2.1991e-03, 2.0681e-01
362500, 2.1751e-03, 2.0422e-01
365000, 2.1514e-03, 2.0167e-01
367500, 2.1277e-03, 1.9915e-01
370000, 2.1042e-03, 1.9667e-01
372500, 2.0808e-03, 1.9421e-01
375000, 2.0576e-03, 1.9179e-01
377500, 2.0345e-03, 1.8940e-01
380000, 2.0115e-03, 1.8704e-01
382500, 1.9886e-03, 1.8472e-01
385000, 1.9659e-03, 1.8242e-01
387500, 1.9433e-03, 1.8016e-01
390000, 1.9209e-03, 1.7793e-01
392500, 1.8986e-03, 1.7572e-01
395000, 1.8763e-03, 1.7355e-01
397500, 1.8543e-03, 1.7140e-01
399945, 1.8328e-03, 1.6934e-01
400000, 1.8323e-03, 1.6929e-01
402500, 1.8105e-03, 1.6720e-01
405000, 1.7888e-03, 1.6515e-01
407500, 1.7672e-03, 1.6312e-01
410000, 1.7457e-03, 1.6112e-01
412500, 1.7244e-03, 1.5915e-01
415000, 1.7031e-03, 1.5721e-01
417500, 1.6820e-03, 1.5529e-01
420000, 1.6610e-03, 1.5340e-01
422500, 1.6401e-03, 1.5154e-01
425000, 1.6194e-03, 1.4971e-01
427500, 1.5987e-03, 1.4790e-01
430000, 1.5782e-03, 1.4612e-01
432500, 1.5578e-03, 1.4436e-01
435000, 1.5375e-03, 1.4264e-01
437500, 1.5173e-03, 1.4094e-01
